Key Stage,Year,Curriculum Strand,Section / Topic,Objective / Requirement,Skill Code,Skill Title,Skill URL
Key Stage 1,Year 2,Writing,"Vocabulary, grammar and punctuation",Learn how to use: > The present and past tenses correctly and consistently including the progressive form,2-JJ.12,To be: use the correct form,https://uk.ixl.com/english/year-2/to-be-use-the-correct-form
Key Stage 1,Year 2,Writing,"Vocabulary, grammar and punctuation","Learn how to use: > Subordination (using when, if, that, or because) and co-ordination (using or, and, or but)",2-NN.1,Use conjunctions,https://uk.ixl.com/english/year-2/use-conjunctions
Key Stage 1,Year 2,Writing,"Vocabulary, grammar and punctuation","Learn how to use: > Subordination (using when, if, that, or because) and co-ordination (using or, and, or but)",3-X.2,Use subordinating conjunctions,https://uk.ixl.com/english/year-3/use-subordinating-conjunctions
Key Stage 1,Year 2,Writing,"Vocabulary, grammar and punctuation",Learn how to use: > The grammar for year 2 in English Appendix 2,2-EE.1,Identify statements,https://uk.ixl.com/english/year-2/identify-statements
Key Stage 1,Year 2,Writing,"Vocabulary, grammar and punctuation",Learn how to use: > The grammar for year 2 in English Appendix 2,2-EE.2,Identify questions,https://uk.ixl.com/english/year-2/identify-questions
Key Stage 1,Year 2,Writing,"Vocabulary, grammar and punctuation",Learn how to use: > The grammar for year 2 in English Appendix 2,2-EE.3,Identify exclamations,https://uk.ixl.com/english/year-2/identify-exclamations
Key Stage 1,Year 2,Writing,"Vocabulary, grammar and punctuation",Learn how to use: > The grammar for year 2 in English Appendix 2,2-EE.4,Identify commands,https://uk.ixl.com/english/year-2/identify-commands
Key Stage 1,Year 2,Writing,"Vocabulary, grammar and punctuation",Learn how to use: > The grammar for year 2 in English Appendix 2,2-JJ.1,Select the sentence that tells about the present,https://uk.ixl.com/english/year-2/select-the-sentence-that-tells-about-the-present
Key Stage 1,Year 2,Writing,"Vocabulary, grammar and punctuation",Learn how to use: > The grammar for year 2 in English Appendix 2,2-JJ.2,Select the sentence that tells about the past,https://uk.ixl.com/english/year-2/select-the-sentence-that-tells-about-the-past
Key Stage 1,Year 2,Writing,"Vocabulary, grammar and punctuation",Learn how to use: > The grammar for year 2 in English Appendix 2,2-LL.4,Compare pictures using comparative and superlative adjectives,https://uk.ixl.com/english/year-2/compare-pictures-using-comparative-and-superlative-adjectives
Key Stage 1,Year 2,Writing,"Vocabulary, grammar and punctuation",Learn how to use: > The grammar for year 2 in English Appendix 2,2-LL.5,Identify comparative and superlative adjectives,https://uk.ixl.com/english/year-2/identify-comparative-and-superlative-adjectives
Key Stage 1,Year 2,Writing,"Vocabulary, grammar and punctuation",Learn how to use: > The grammar for year 2 in English Appendix 2,2-LL.6,Does the adjective compare two or more than two?,https://uk.ixl.com/english/year-2/does-the-adjective-compare-two-or-more-than-two
Key Stage 1,Year 2,Writing,"Vocabulary, grammar and punctuation",Learn how to use: > The grammar for year 2 in English Appendix 2,2-NN.1,Use conjunctions,https://uk.ixl.com/english/year-2/use-conjunctions
Key Stage 1,Year 2,Writing,"Vocabulary, grammar and punctuation",Learn how to use: > The grammar for year 2 in English Appendix 2,3-X.2,Use subordinating conjunctions,https://uk.ixl.com/english/year-3/use-subordinating-conjunctions
Key Stage 1,Year 2,Writing,"Vocabulary, grammar and punctuation",Learn how to use: > The grammar for year 2 in English Appendix 2,3-CC.1,Form compound words,https://uk.ixl.com/english/year-3/form-compound-words
Key Stage 1,Year 2,Writing,"Vocabulary, grammar and punctuation",Learn how to use: > The grammar for year 2 in English Appendix 2,3-CC.2,Form and use compound words,https://uk.ixl.com/english/year-3/form-and-use-compound-words
Key Stage 1,Year 2,Writing,"Vocabulary, grammar and punctuation",Learn how to use: > The grammar for year 2 in English Appendix 2,3-SS.7,Identify adverbs,https://uk.ixl.com/english/year-3/identify-adverbs
Key Stage 2,Year 3,Reading,Word Reading,"Apply their growing knowledge of root words, prefixes and suffixes (etymology and morphology) as listed in English Appendix 1, both to read aloud and to understand the meaning of new words they meet",3-BB.2,"Identify base words, prefixes and suffixes",https://uk.ixl.com/english/year-3/identify-base-words-prefixes-and-suffixes
Key Stage 2,Year 3,Reading,Word Reading,"Apply their growing knowledge of root words, prefixes and suffixes (etymology and morphology) as listed in English Appendix 1, both to read aloud and to understand the meaning of new words they meet",3-BB.3,"Determine the meaning of a word with pre-, re- or mis-",https://uk.ixl.com/english/year-3/determine-the-meaning-of-a-word-with-pre-re-or-mis
Key Stage 2,Year 3,Reading,Word Reading,"Apply their growing knowledge of root words, prefixes and suffixes (etymology and morphology) as listed in English Appendix 1, both to read aloud and to understand the meaning of new words they meet",3-BB.4,"Use the prefixes pre-, re- and mis-",https://uk.ixl.com/english/year-3/use-the-prefixes-pre-re-and-mis
Key Stage 2,Year 3,Reading,Word Reading,"Apply their growing knowledge of root words, prefixes and suffixes (etymology and morphology) as listed in English Appendix 1, both to read aloud and to understand the meaning of new words they meet",3-BB.5,Determine the meaning of a word with -ful or -less,https://uk.ixl.com/english/year-3/determine-the-meaning-of-a-word-with-ful-or-less
Key Stage 2,Year 3,Reading,Word Reading,"Apply their growing knowledge of root words, prefixes and suffixes (etymology and morphology) as listed in English Appendix 1, both to read aloud and to understand the meaning of new words they meet",3-BB.6,Prefixes and suffixes: review,https://uk.ixl.com/english/year-3/prefixes-and-suffixes-review
Key Stage 2,Year 3,Reading,Word Reading,"Apply their growing knowledge of root words, prefixes and suffixes (etymology and morphology) as listed in English Appendix 1, both to read aloud and to understand the meaning of new words they meet",3-QQ.11,Match the -ed and -ing sentences to the pictures,https://uk.ixl.com/english/year-3/match-the-ed-and-ing-sentences-to-the-pictures
Key Stage 2,Year 3,Reading,Word Reading,"Read further exception words, noting the unusual correspondences between spelling and sound, and where these occur in the word",3-G.10,"Complete the sentence with the correct -ild, -ind, -old, -olt or -ost word",https://uk.ixl.com/english/year-3/complete-the-sentence-with-the-correct-ild-ind-old-olt-or-ost-word
Key Stage 2,Year 3,Reading,Word Reading,"Read further exception words, noting the unusual correspondences between spelling and sound, and where these occur in the word",3-N.1,Choose the sight word that you hear,https://uk.ixl.com/english/year-3/choose-the-sight-word-that-you-hear
Key Stage 2,Year 3,Reading,Word Reading,"Read further exception words, noting the unusual correspondences between spelling and sound, and where these occur in the word",3-N.2,Complete the sentence with the correct sight word,https://uk.ixl.com/english/year-3/complete-the-sentence-with-the-correct-sight-word
Key Stage 2,Year 3,Reading,Comprehension,"Develop positive attitudes to reading and understanding of what they read by: > Listening to and discussing a wide range of fiction, poetry, plays, non-fiction and reference books or textbooks",3-P.2,Analyse stories,https://uk.ixl.com/english/year-3/analyse-stories
Key Stage 2,Year 3,Reading,Comprehension,"Develop positive attitudes to reading and understanding of what they read by: > Listening to and discussing a wide range of fiction, poetry, plays, non-fiction and reference books or textbooks",3-U.1,Read and understand informational passages,https://uk.ixl.com/english/year-3/read-and-understand-informational-passages
Key Stage 2,Year 3,Reading,Comprehension,Develop positive attitudes to reading and understanding of what they read by: > Reading books that are structured in different ways and reading for a range of purposes,3-Y.1,Choose the text that matches the writer's purpose,https://uk.ixl.com/english/year-3/choose-the-text-that-matches-the-writers-purpose
Key Stage 2,Year 3,Reading,Comprehension,Develop positive attitudes to reading and understanding of what they read by: > Using dictionaries to check the meaning of words that they have read,3-KK.4,Use guide words,https://uk.ixl.com/english/year-3/use-guide-words
Key Stage 2,Year 3,Reading,Comprehension,Develop positive attitudes to reading and understanding of what they read by: > Using dictionaries to check the meaning of words that they have read,3-KK.5,Use dictionary entries,https://uk.ixl.com/english/year-3/use-dictionary-entries
Key Stage 2,Year 3,Reading,Comprehension,"Develop positive attitudes to reading and understanding of what they read by: > Increasing their familiarity with a wide range of books, including fairy stories, myths and legends, and retelling some of these orally",3-O.1,Order events in a story,https://uk.ixl.com/english/year-3/order-events-in-a-story
Key Stage 2,Year 3,Reading,Comprehension,"Develop positive attitudes to reading and understanding of what they read by: > Increasing their familiarity with a wide range of books, including fairy stories, myths and legends, and retelling some of these orally",3-P.2,Analyse stories,https://uk.ixl.com/english/year-3/analyse-stories
Key Stage 2,Year 3,Reading,Comprehension,Develop positive attitudes to reading and understanding of what they read by: > Identifying themes and conventions in a wide range of books,3-Q.1,"Determine the themes of myths, fables and folktales",https://uk.ixl.com/english/year-3/determine-the-themes-of-myths-fables-and-folktales
Key Stage 2,Year 3,Reading,Comprehension,Develop positive attitudes to reading and understanding of what they read by: > Discussing words and phrases that capture the reader's interest and imagination,3-AA.1,Choose the sensory details that match the picture,https://uk.ixl.com/english/year-3/choose-the-sensory-details-that-match-the-picture
Key Stage 2,Year 3,Reading,Comprehension,Develop positive attitudes to reading and understanding of what they read by: > Discussing words and phrases that capture the reader's interest and imagination,3-HH.1,Find the words with related meanings,https://uk.ixl.com/english/year-3/find-the-words-with-related-meanings
Key Stage 2,Year 3,Reading,Comprehension,Develop positive attitudes to reading and understanding of what they read by: > Discussing words and phrases that capture the reader's interest and imagination,3-HH.2,Describe the difference between related words,https://uk.ixl.com/english/year-3/describe-the-difference-between-related-words
Key Stage 2,Year 3,Reading,Comprehension,Develop positive attitudes to reading and understanding of what they read by: > Discussing words and phrases that capture the reader's interest and imagination,3-HH.3,Order related words based on meaning,https://uk.ixl.com/english/year-3/order-related-words-based-on-meaning
Key Stage 2,Year 3,Reading,Comprehension,"Understand what they read, in books they can read independently, by: > Checking that the text makes sense to them, discussing their understanding and explaining the meaning of words in context",3-EE.2,Find synonyms in context,https://uk.ixl.com/english/year-3/find-synonyms-in-context
Key Stage 2,Year 3,Reading,Comprehension,"Understand what they read, in books they can read independently, by: > Checking that the text makes sense to them, discussing their understanding and explaining the meaning of words in context",3-EE.5,Find antonyms in context,https://uk.ixl.com/english/year-3/find-antonyms-in-context
Key Stage 2,Year 3,Reading,Comprehension,"Understand what they read, in books they can read independently, by: > Checking that the text makes sense to them, discussing their understanding and explaining the meaning of words in context",3-GG.1,Multiple-meaning words with pictures,https://uk.ixl.com/english/year-3/multiple-meaning-words-with-pictures
Key Stage 2,Year 3,Reading,Comprehension,"Understand what they read, in books they can read independently, by: > Checking that the text makes sense to them, discussing their understanding and explaining the meaning of words in context",3-JJ.1,Use context to identify the meaning of a word,https://uk.ixl.com/english/year-3/use-context-to-identify-the-meaning-of-a-word
Key Stage 2,Year 3,Reading,Comprehension,"Understand what they read, in books they can read independently, by: > Drawing inferences such as inferring characters' feelings, thoughts and motives from their actions, and justifying inferences with evidence",3-P.1,Use actions and dialogue to understand characters,https://uk.ixl.com/english/year-3/use-actions-and-dialogue-to-understand-characters
Key Stage 2,Year 3,Reading,Comprehension,"Understand what they read, in books they can read independently, by: > Predicting what might happen from details stated and implied",4-M.3,Make predictions about a story,https://uk.ixl.com/english/year-4/make-predictions-about-a-story
Key Stage 2,Year 3,Reading,Comprehension,"Understand what they read, in books they can read independently, by: > Identifying how language, structure, and presentation contribute to meaning",3-S.1,Match each effect to its cause,https://uk.ixl.com/english/year-3/match-each-effect-to-its-cause
Key Stage 2,Year 3,Reading,Comprehension,"Understand what they read, in books they can read independently, by: > Identifying how language, structure, and presentation contribute to meaning",3-S.2,Match each cause to its effect,https://uk.ixl.com/english/year-3/match-each-cause-to-its-effect
Key Stage 2,Year 3,Reading,Comprehension,"Understand what they read, in books they can read independently, by: > Identifying how language, structure, and presentation contribute to meaning",3-T.1,Compare and contrast in informational passages,https://uk.ixl.com/english/year-3/compare-and-contrast-in-informational-passages
Key Stage 2,Year 3,Reading,Comprehension,"Understand what they read, in books they can read independently, by: > Identifying how language, structure, and presentation contribute to meaning",3-AA.1,Choose the sensory details that match the picture,https://uk.ixl.com/english/year-3/choose-the-sensory-details-that-match-the-picture
Key Stage 2,Year 3,Reading,Comprehension,"Understand what they read, in books they can read independently, by: > Identifying how language, structure, and presentation contribute to meaning",3-HH.1,Find the words with related meanings,https://uk.ixl.com/english/year-3/find-the-words-with-related-meanings
Key Stage 2,Year 3,Reading,Comprehension,"Understand what they read, in books they can read independently, by: > Identifying how language, structure, and presentation contribute to meaning",3-HH.2,Describe the difference between related words,https://uk.ixl.com/english/year-3/describe-the-difference-between-related-words
Key Stage 2,Year 3,Reading,Comprehension,"Understand what they read, in books they can read independently, by: > Identifying how language, structure, and presentation contribute to meaning",3-HH.3,Order related words based on meaning,https://uk.ixl.com/english/year-3/order-related-words-based-on-meaning
Key Stage 2,Year 3,Reading,Comprehension,Retrieve and record information from non-fiction,3-U.1,Read and understand informational passages,https://uk.ixl.com/english/year-3/read-and-understand-informational-passages
Key Stage 2,Year 3,Writing,Transcription,Use further prefixes and suffixes and understand how to add them (English Appendix 1),3-BB.4,"Use the prefixes pre-, re- and mis-",https://uk.ixl.com/english/year-3/use-the-prefixes-pre-re-and-mis
Key Stage 2,Year 3,Writing,Transcription,Spell further homophones,3-FF.1,Homophones with pictures,https://uk.ixl.com/english/year-3/homophones-with-pictures
Key Stage 2,Year 3,Writing,Transcription,Spell further homophones,3-FF.3,Use the correct homophone,https://uk.ixl.com/english/year-3/use-the-correct-homophone
Key Stage 2,Year 3,Writing,Transcription,Spell words that are often misspelt (English Appendix 1),3-C.3,Spell the word with a consonant blend,https://uk.ixl.com/english/year-3/spell-the-word-with-a-consonant-blend
Key Stage 2,Year 3,Writing,Transcription,Spell words that are often misspelt (English Appendix 1),3-C.6,"Spell the digraph word: ch, sh, th",https://uk.ixl.com/english/year-3/spell-the-digraph-word-ch-sh-th
Key Stage 2,Year 3,Writing,Transcription,Spell words that are often misspelt (English Appendix 1),3-C.7,"Spell the digraph word: ph, qu, wh",https://uk.ixl.com/english/year-3/spell-the-digraph-word-ph-qu-wh
Key Stage 2,Year 3,Writing,Transcription,Spell words that are often misspelt (English Appendix 1),3-C.9,Complete the word with a three-letter consonant blend,https://uk.ixl.com/english/year-3/complete-the-word-with-a-three-letter-consonant-blend
Key Stage 2,Year 3,Writing,Transcription,Spell words that are often misspelt (English Appendix 1),3-C.11,Complete the words with silent letters,https://uk.ixl.com/english/year-3/complete-the-words-with-silent-letters
Key Stage 2,Year 3,Writing,Transcription,Spell words that are often misspelt (English Appendix 1),3-D.1,Complete the word with the correct short vowel,https://uk.ixl.com/english/year-3/complete-the-word-with-the-correct-short-vowel
Key Stage 2,Year 3,Writing,Transcription,Spell words that are often misspelt (English Appendix 1),3-E.3,Spell the silent e word,https://uk.ixl.com/english/year-3/spell-the-silent-e-word
Key Stage 2,Year 3,Writing,Transcription,Spell words that are often misspelt (English Appendix 1),3-F.3,Complete the word with the correct vowel digraph,https://uk.ixl.com/english/year-3/complete-the-word-with-the-correct-vowel-digraph
Key Stage 2,Year 3,Writing,Transcription,Spell words that are often misspelt (English Appendix 1),3-I.2,"Complete the word with the correct diphthong: oi, oy, ou, ow",https://uk.ixl.com/english/year-3/complete-the-word-with-the-correct-diphthong-oi-oy-ou-ow
Key Stage 2,Year 3,Writing,Transcription,Spell words that are often misspelt (English Appendix 1),3-J.1,Complete words with variant vowels,https://uk.ixl.com/english/year-3/complete-words-with-variant-vowels
Key Stage 2,Year 3,Writing,Transcription,Spell words that are often misspelt (English Appendix 1),3-K.4,Spell the soft g or soft c word,https://uk.ixl.com/english/year-3/spell-the-soft-g-or-soft-c-word
Key Stage 2,Year 3,Writing,Transcription,Spell words that are often misspelt (English Appendix 1),3-L.3,Complete the two-syllable words,https://uk.ixl.com/english/year-3/complete-the-two-syllable-words
Key Stage 2,Year 3,Writing,Transcription,Spell words that are often misspelt (English Appendix 1),3-M.3,Spell the consonant-l-e word,https://uk.ixl.com/english/year-3/spell-the-consonant-l-e-word
Key Stage 2,Year 3,Writing,Transcription,Spell words that are often misspelt (English Appendix 1),3-N.3,Spell the sight word,https://uk.ixl.com/english/year-3/spell-the-sight-word
Key Stage 2,Year 3,Writing,Transcription,Spell words that are often misspelt (English Appendix 1),3-BB.4,"Use the prefixes pre-, re- and mis-",https://uk.ixl.com/english/year-3/use-the-prefixes-pre-re-and-mis
Key Stage 2,Year 3,Writing,Transcription,Spell words that are often misspelt (English Appendix 1),3-MM.7,Use regular plurals with -s and -es,https://uk.ixl.com/english/year-3/use-regular-plurals-with-s-and-es
Key Stage 2,Year 3,Writing,Transcription,"Place the possessive apostrophe accurately in words with regular plurals [for example, girls', boys'] and in words with irregular plurals [for example, children's]",3-MM.12,Form the singular or plural possessive,https://uk.ixl.com/english/year-3/form-the-singular-or-plural-possessive
Key Stage 2,Year 3,Writing,Transcription,"Place the possessive apostrophe accurately in words with regular plurals [for example, girls', boys'] and in words with irregular plurals [for example, children's]",3-MM.13,Identify and correct errors with plural and possessive nouns,https://uk.ixl.com/english/year-3/identify-and-correct-errors-with-plural-and-possessive-nouns
Key Stage 2,Year 3,Writing,Transcription,Use the first two or three letters of a word to check its spelling in a dictionary,3-KK.2,Order alphabetically based on the first two letters,https://uk.ixl.com/english/year-3/order-alphabetically-based-on-the-first-two-letters
Key Stage 2,Year 3,Writing,Transcription,Use the first two or three letters of a word to check its spelling in a dictionary,3-KK.3,Order alphabetically based on the first three letters,https://uk.ixl.com/english/year-3/order-alphabetically-based-on-the-first-three-letters
Key Stage 2,Year 3,Writing,Transcription,Use the first two or three letters of a word to check its spelling in a dictionary,3-KK.4,Use guide words,https://uk.ixl.com/english/year-3/use-guide-words
Key Stage 2,Year 3,Writing,Composition,"Plan their writing by: > Discussing writing similar to that which they are planning to write in order to understand and learn from its structure, vocabulary and grammar",3-Y.1,Choose the text that matches the writer's purpose,https://uk.ixl.com/english/year-3/choose-the-text-that-matches-the-writers-purpose
Key Stage 2,Year 3,Writing,Composition,"Draft and write by: > Composing and rehearsing sentences orally (including dialogue), progressively building a varied and rich vocabulary and an increasing range of sentence structures (English Appendix 2)",3-X.1,Use conjunctions,https://uk.ixl.com/english/year-3/use-conjunctions
Key Stage 2,Year 3,Writing,Composition,"Draft and write by: > Composing and rehearsing sentences orally (including dialogue), progressively building a varied and rich vocabulary and an increasing range of sentence structures (English Appendix 2)",3-X.2,Use subordinating conjunctions,https://uk.ixl.com/english/year-3/use-subordinating-conjunctions
Key Stage 2,Year 3,Writing,Composition,"Draft and write by: > Composing and rehearsing sentences orally (including dialogue), progressively building a varied and rich vocabulary and an increasing range of sentence structures (English Appendix 2)",3-AA.1,Choose the sensory details that match the picture,https://uk.ixl.com/english/year-3/choose-the-sensory-details-that-match-the-picture
Key Stage 2,Year 3,Writing,Composition,"Draft and write by: > Composing and rehearsing sentences orally (including dialogue), progressively building a varied and rich vocabulary and an increasing range of sentence structures (English Appendix 2)",3-AA.3,Revise the sentence using a stronger verb,https://uk.ixl.com/english/year-3/revise-the-sentence-using-a-stronger-verb
Key Stage 2,Year 3,Writing,Composition,"Draft and write by: > Composing and rehearsing sentences orally (including dialogue), progressively building a varied and rich vocabulary and an increasing range of sentence structures (English Appendix 2)",3-HH.1,Find the words with related meanings,https://uk.ixl.com/english/year-3/find-the-words-with-related-meanings
Key Stage 2,Year 3,Writing,Composition,"Draft and write by: > Composing and rehearsing sentences orally (including dialogue), progressively building a varied and rich vocabulary and an increasing range of sentence structures (English Appendix 2)",3-HH.2,Describe the difference between related words,https://uk.ixl.com/english/year-3/describe-the-difference-between-related-words
Key Stage 2,Year 3,Writing,Composition,"Draft and write by: > Composing and rehearsing sentences orally (including dialogue), progressively building a varied and rich vocabulary and an increasing range of sentence structures (English Appendix 2)",3-HH.3,Order related words based on meaning,https://uk.ixl.com/english/year-3/order-related-words-based-on-meaning
Key Stage 2,Year 3,Writing,Composition,"Draft and write by: > Composing and rehearsing sentences orally (including dialogue), progressively building a varied and rich vocabulary and an increasing range of sentence structures (English Appendix 2)",3-LL.2,Identify the subject of a sentence,https://uk.ixl.com/english/year-3/identify-the-subject-of-a-sentence
Key Stage 2,Year 3,Writing,Composition,"Draft and write by: > Composing and rehearsing sentences orally (including dialogue), progressively building a varied and rich vocabulary and an increasing range of sentence structures (English Appendix 2)",3-LL.3,Identify the predicate of a sentence,https://uk.ixl.com/english/year-3/identify-the-predicate-of-a-sentence
Key Stage 2,Year 3,Writing,Composition,"Draft and write by: > Composing and rehearsing sentences orally (including dialogue), progressively building a varied and rich vocabulary and an increasing range of sentence structures (English Appendix 2)",3-LL.7,Unscramble the words to make a complete sentence,https://uk.ixl.com/english/year-3/unscramble-the-words-to-make-a-complete-sentence
Key Stage 2,Year 3,Writing,Composition,"Draft and write by: > Composing and rehearsing sentences orally (including dialogue), progressively building a varied and rich vocabulary and an increasing range of sentence structures (English Appendix 2)",3-RR.1,Use the correct article: a or an,https://uk.ixl.com/english/year-3/use-the-correct-article-a-or-an
Key Stage 2,Year 3,Writing,Composition,"Draft and write by: > Composing and rehearsing sentences orally (including dialogue), progressively building a varied and rich vocabulary and an increasing range of sentence structures (English Appendix 2)",3-RR.2,Identify articles,https://uk.ixl.com/english/year-3/identify-articles
Key Stage 2,Year 3,Writing,Composition,"Draft and write by: > Composing and rehearsing sentences orally (including dialogue), progressively building a varied and rich vocabulary and an increasing range of sentence structures (English Appendix 2)",3-SS.7,Identify adverbs,https://uk.ixl.com/english/year-3/identify-adverbs
Key Stage 2,Year 3,Writing,Composition,"Draft and write by: > Composing and rehearsing sentences orally (including dialogue), progressively building a varied and rich vocabulary and an increasing range of sentence structures (English Appendix 2)",3-TT.1,Select the best preposition to match the picture,https://uk.ixl.com/english/year-3/select-the-best-preposition-to-match-the-picture
Key Stage 2,Year 3,Writing,Composition,"Draft and write by: > Composing and rehearsing sentences orally (including dialogue), progressively building a varied and rich vocabulary and an increasing range of sentence structures (English Appendix 2)",3-TT.2,Select the best preposition to complete the sentence,https://uk.ixl.com/english/year-3/select-the-best-preposition-to-complete-the-sentence
Key Stage 2,Year 3,Writing,Composition,Draft and write by: > Organising paragraphs around a theme,3-W.1,Choose topic sentences for narrative paragraphs,https://uk.ixl.com/english/year-3/choose-topic-sentences-for-narrative-paragraphs
Key Stage 2,Year 3,Writing,Composition,Draft and write by: > Organising paragraphs around a theme,3-W.2,Choose topic sentences for expository paragraphs,https://uk.ixl.com/english/year-3/choose-topic-sentences-for-expository-paragraphs
Key Stage 2,Year 3,Writing,Composition,"Draft and write by: > In narratives, creating settings, characters and plot",3-AA.1,Choose the sensory details that match the picture,https://uk.ixl.com/english/year-3/choose-the-sensory-details-that-match-the-picture
Key Stage 2,Year 3,Writing,Composition,"Draft and write by: > In narratives, creating settings, characters and plot",3-AA.2,Add descriptive details to sentences,https://uk.ixl.com/english/year-3/add-descriptive-details-to-sentences
Key Stage 2,Year 3,Writing,Composition,"Draft and write by: > In non-narrative material, using simple organisational devices [for example, headings and sub-headings]",3-VV.5,Greetings and closings of letters,https://uk.ixl.com/english/year-3/greetings-and-closings-of-letters
Key Stage 2,Year 3,Writing,Composition,"Evaluate and edit by: > Proposing changes to grammar and vocabulary to improve consistency, including the accurate use of pronouns in sentences",3-HH.1,Find the words with related meanings,https://uk.ixl.com/english/year-3/find-the-words-with-related-meanings
Key Stage 2,Year 3,Writing,Composition,"Evaluate and edit by: > Proposing changes to grammar and vocabulary to improve consistency, including the accurate use of pronouns in sentences",3-HH.2,Describe the difference between related words,https://uk.ixl.com/english/year-3/describe-the-difference-between-related-words
Key Stage 2,Year 3,Writing,Composition,"Evaluate and edit by: > Proposing changes to grammar and vocabulary to improve consistency, including the accurate use of pronouns in sentences",3-HH.3,Order related words based on meaning,https://uk.ixl.com/english/year-3/order-related-words-based-on-meaning
Key Stage 2,Year 3,Writing,Composition,"Evaluate and edit by: > Proposing changes to grammar and vocabulary to improve consistency, including the accurate use of pronouns in sentences",3-LL.4,Is it a complete sentence or a fragment?,https://uk.ixl.com/english/year-3/is-it-a-complete-sentence-or-a-fragment
Key Stage 2,Year 3,Writing,Composition,"Evaluate and edit by: > Proposing changes to grammar and vocabulary to improve consistency, including the accurate use of pronouns in sentences",3-LL.5,Is it a complete sentence or a run-on?,https://uk.ixl.com/english/year-3/is-it-a-complete-sentence-or-a-run-on
Key Stage 2,Year 3,Writing,Composition,"Evaluate and edit by: > Proposing changes to grammar and vocabulary to improve consistency, including the accurate use of pronouns in sentences",3-LL.6,"Is it a complete sentence, a fragment or a run-on?",https://uk.ixl.com/english/year-3/is-it-a-complete-sentence-a-fragment-or-a-run-on
Key Stage 2,Year 3,Writing,Composition,"Evaluate and edit by: > Proposing changes to grammar and vocabulary to improve consistency, including the accurate use of pronouns in sentences",3-LL.7,Unscramble the words to make a complete sentence,https://uk.ixl.com/english/year-3/unscramble-the-words-to-make-a-complete-sentence
Key Stage 2,Year 3,Writing,Composition,"Evaluate and edit by: > Proposing changes to grammar and vocabulary to improve consistency, including the accurate use of pronouns in sentences",3-NN.2,Choose between subject and object personal pronouns,https://uk.ixl.com/english/year-3/choose-between-subject-and-object-personal-pronouns
Key Stage 2,Year 3,Writing,Composition,"Evaluate and edit by: > Proposing changes to grammar and vocabulary to improve consistency, including the accurate use of pronouns in sentences",3-NN.5,Compound subjects and objects with 'I' and 'me',https://uk.ixl.com/english/year-3/compound-subjects-and-objects-with-i-and-me
Key Stage 2,Year 3,Writing,Composition,"Evaluate and edit by: > Proposing changes to grammar and vocabulary to improve consistency, including the accurate use of pronouns in sentences",3-NN.9,Choose between personal and reflexive pronouns,https://uk.ixl.com/english/year-3/choose-between-personal-and-reflexive-pronouns
Key Stage 2,Year 3,Writing,Composition,"Evaluate and edit by: > Proposing changes to grammar and vocabulary to improve consistency, including the accurate use of pronouns in sentences",3-NN.10,Use reflexive pronouns,https://uk.ixl.com/english/year-3/use-reflexive-pronouns
Key Stage 2,Year 3,Writing,Composition,Proof-read for spelling and punctuation errors,3-LL.1,"Is the sentence a statement, question, command or exclamation?",https://uk.ixl.com/english/year-3/is-the-sentence-a-statement-question-command-or-exclamation
Key Stage 2,Year 3,Writing,Composition,Proof-read for spelling and punctuation errors,3-MM.13,Identify and correct errors with plural and possessive nouns,https://uk.ixl.com/english/year-3/identify-and-correct-errors-with-plural-and-possessive-nouns
Key Stage 2,Year 3,Writing,"Vocabulary, grammar and punctuation","Develop their understanding of the concepts set out in English Appendix 2 by: > Extending the range of sentences with more than one clause by using a wider range of conjunctions, including when, if, because, although",3-X.1,Use conjunctions,https://uk.ixl.com/english/year-3/use-conjunctions
Key Stage 2,Year 3,Writing,"Vocabulary, grammar and punctuation","Develop their understanding of the concepts set out in English Appendix 2 by: > Extending the range of sentences with more than one clause by using a wider range of conjunctions, including when, if, because, although",3-X.2,Use subordinating conjunctions,https://uk.ixl.com/english/year-3/use-subordinating-conjunctions
Key Stage 2,Year 3,Writing,"Vocabulary, grammar and punctuation",Develop their understanding of the concepts set out in English Appendix 2 by: > Using the present perfect form of verbs in contrast to the past tense,3-QQ.15,To have: use the correct form,https://uk.ixl.com/english/year-3/to-have-use-the-correct-form
Key Stage 2,Year 3,Writing,"Vocabulary, grammar and punctuation",Develop their understanding of the concepts set out in English Appendix 2 by: > Choosing nouns or pronouns appropriately for clarity and cohesion and to avoid repetition,3-NN.2,Choose between subject and object personal pronouns,https://uk.ixl.com/english/year-3/choose-between-subject-and-object-personal-pronouns
Key Stage 2,Year 3,Writing,"Vocabulary, grammar and punctuation",Develop their understanding of the concepts set out in English Appendix 2 by: > Choosing nouns or pronouns appropriately for clarity and cohesion and to avoid repetition,3-NN.3,Replace the singular noun with a personal pronoun,https://uk.ixl.com/english/year-3/replace-the-singular-noun-with-a-personal-pronoun
Key Stage 2,Year 3,Writing,"Vocabulary, grammar and punctuation",Develop their understanding of the concepts set out in English Appendix 2 by: > Choosing nouns or pronouns appropriately for clarity and cohesion and to avoid repetition,3-NN.4,Replace the plural noun with a personal pronoun,https://uk.ixl.com/english/year-3/replace-the-plural-noun-with-a-personal-pronoun
