Key Stage,Year,Curriculum Strand,Section / Topic,Objective / Requirement,Skill Code,Skill Title,Skill URL
Key Stage 1,Year 2,Reading,Word Reading,Read words containing common suffixes,2-BB.2,Understand words with prefixes and suffixes,https://uk.ixl.com/english/year-2/understand-words-with-prefixes-and-suffixes
Key Stage 1,Year 2,Reading,Word Reading,"Read further common exception words, noting unusual correspondences between spelling and sound and where these occur in the word",2-S.1,"Read sight words set 1: again, each, from, may, stop, than, when",https://uk.ixl.com/english/year-2/read-sight-words-set-1-again-each-from-may-stop-than-when
Key Stage 1,Year 2,Reading,Word Reading,"Read further common exception words, noting unusual correspondences between spelling and sound and where these occur in the word",2-S.2,"Read sight words set 2: after, best, gave, has, once, them, were",https://uk.ixl.com/english/year-2/read-sight-words-set-2-after-best-gave-has-once-them-were
Key Stage 1,Year 2,Reading,Word Reading,"Read further common exception words, noting unusual correspondences between spelling and sound and where these occur in the word",2-S.3,"Read sight words set 3: as, by, four, her, more, some, think, way",https://uk.ixl.com/english/year-2/read-sight-words-set-3-as-by-four-her-more-some-think-way
Key Stage 1,Year 2,Reading,Word Reading,"Read further common exception words, noting unusual correspondences between spelling and sound and where these occur in the word",2-S.4,"Read sight words: review sets 1, 2, 3",https://uk.ixl.com/english/year-2/read-sight-words-review-sets-1-2-3
Key Stage 1,Year 2,Reading,Word Reading,"Read further common exception words, noting unusual correspondences between spelling and sound and where these occur in the word",2-S.5,"Read sight words set 4: every, could, how, over, put, there, who",https://uk.ixl.com/english/year-2/read-sight-words-set-4-every-could-how-over-put-there-who
Key Stage 1,Year 2,Reading,Word Reading,"Read further common exception words, noting unusual correspondences between spelling and sound and where these occur in the word",2-S.6,"Read sight words set 5: ask, five, just, long, read, then, want",https://uk.ixl.com/english/year-2/read-sight-words-set-5-ask-five-just-long-read-then-want
Key Stage 1,Year 2,Reading,Word Reading,"Read further common exception words, noting unusual correspondences between spelling and sound and where these occur in the word",2-S.7,"Read sight words set 6: any, give, his, new, open, sleep, wish",https://uk.ixl.com/english/year-2/read-sight-words-set-6-any-give-his-new-open-sleep-wish
Key Stage 1,Year 2,Reading,Word Reading,"Read further common exception words, noting unusual correspondences between spelling and sound and where these occur in the word",2-S.8,"Read sight words set 7: also, fly, know, live, old, soon, why",https://uk.ixl.com/english/year-2/read-sight-words-set-7-also-fly-know-live-old-soon-why
Key Stage 1,Year 2,Reading,Word Reading,"Read further common exception words, noting unusual correspondences between spelling and sound and where these occur in the word",2-S.9,"Read sight words: review sets 4, 5, 6, 7",https://uk.ixl.com/english/year-2/read-sight-words-review-sets-4-5-6-7
Key Stage 1,Year 2,Reading,Word Reading,"Read further common exception words, noting unusual correspondences between spelling and sound and where these occur in the word",2-S.10,Read sight words: review sets 1–7,https://uk.ixl.com/english/year-2/read-sight-words-review-sets-1-7
Key Stage 1,Year 2,Reading,Word Reading,"Read further common exception words, noting unusual correspondences between spelling and sound and where these occur in the word",2-S.11,Complete the sentence with the correct sight word,https://uk.ixl.com/english/year-2/complete-the-sentence-with-the-correct-sight-word
Key Stage 1,Year 2,Reading,Comprehension,"Develop pleasure in reading, motivation to read, vocabulary and understanding by: > Discussing the sequence of events in books and how items of information are related",2-NN.2,Identify time-order words,https://uk.ixl.com/english/year-2/identify-time-order-words
Key Stage 1,Year 2,Reading,Comprehension,"Develop pleasure in reading, motivation to read, vocabulary and understanding by: > Discussing and clarifying the meanings of words, linking new meanings to known vocabulary",2-Z.1,Multiple-meaning words with pictures,https://uk.ixl.com/english/year-2/multiple-meaning-words-with-pictures
Key Stage 1,Year 2,Reading,Comprehension,"Develop pleasure in reading, motivation to read, vocabulary and understanding by: > Discussing and clarifying the meanings of words, linking new meanings to known vocabulary",2-AA.1,Find the words with related meanings,https://uk.ixl.com/english/year-2/find-the-words-with-related-meanings
Key Stage 1,Year 2,Reading,Comprehension,"Develop pleasure in reading, motivation to read, vocabulary and understanding by: > Discussing and clarifying the meanings of words, linking new meanings to known vocabulary",2-AA.2,Describe the difference between related words,https://uk.ixl.com/english/year-2/describe-the-difference-between-related-words
Key Stage 1,Year 2,Reading,Comprehension,"Develop pleasure in reading, motivation to read, vocabulary and understanding by: > Discussing and clarifying the meanings of words, linking new meanings to known vocabulary",2-AA.3,Order related words based on meaning,https://uk.ixl.com/english/year-2/order-related-words-based-on-meaning
Key Stage 1,Year 2,Reading,Comprehension,"Develop pleasure in reading, motivation to read, vocabulary and understanding by: > Discussing and clarifying the meanings of words, linking new meanings to known vocabulary",2-CC.1,Use context to identify the meaning of a word,https://uk.ixl.com/english/year-2/use-context-to-identify-the-meaning-of-a-word
Key Stage 1,Year 2,Reading,Comprehension,Understand both the books that they can already read accurately and fluently and those that they listen to by: > Drawing on what they already know or on background information and vocabulary provided by the teacher,2-T.1,Which could happen in real life?,https://uk.ixl.com/english/year-2/which-could-happen-in-real-life
Key Stage 1,Year 2,Reading,Comprehension,Understand both the books that they can already read accurately and fluently and those that they listen to by: > Making inferences on the basis of what is being said and done,2-U.1,What is the picture about?,https://uk.ixl.com/english/year-2/what-is-the-picture-about
Key Stage 1,Year 2,Reading,Comprehension,Understand both the books that they can already read accurately and fluently and those that they listen to by: > Making inferences on the basis of what is being said and done,2-V.1,Which feeling matches the picture?,https://uk.ixl.com/english/year-2/which-feeling-matches-the-picture
Key Stage 1,Year 2,Reading,Comprehension,Understand both the books that they can already read accurately and fluently and those that they listen to by: > Making inferences on the basis of what is being said and done,2-V.3,What am I?,https://uk.ixl.com/english/year-2/what-am-i
Key Stage 1,Year 2,Reading,Comprehension,Understand both the books that they can already read accurately and fluently and those that they listen to by: > Answering and asking questions,2-T.1,Which could happen in real life?,https://uk.ixl.com/english/year-2/which-could-happen-in-real-life
Key Stage 1,Year 2,Reading,Comprehension,Understand both the books that they can already read accurately and fluently and those that they listen to by: > Answering and asking questions,2-U.1,What is the picture about?,https://uk.ixl.com/english/year-2/what-is-the-picture-about
Key Stage 1,Year 2,Reading,Comprehension,Understand both the books that they can already read accurately and fluently and those that they listen to by: > Answering and asking questions,2-V.1,Which feeling matches the picture?,https://uk.ixl.com/english/year-2/which-feeling-matches-the-picture
Key Stage 1,Year 2,Reading,Comprehension,Understand both the books that they can already read accurately and fluently and those that they listen to by: > Answering and asking questions,2-V.2,What will happen next?,https://uk.ixl.com/english/year-2/what-will-happen-next
Key Stage 1,Year 2,Reading,Comprehension,Understand both the books that they can already read accurately and fluently and those that they listen to by: > Predicting what might happen on the basis of what has been read so far,2-V.2,What will happen next?,https://uk.ixl.com/english/year-2/what-will-happen-next
Key Stage 1,Year 2,Writing,Transcription,"Spell by: > Segmenting spoken words into phonemes and representing these by graphemes, spelling many correctly",2-D.2,Identify each sound in a word,https://uk.ixl.com/english/year-2/identify-each-sound-in-a-word
Key Stage 1,Year 2,Writing,Transcription,"Spell by: > Segmenting spoken words into phonemes and representing these by graphemes, spelling many correctly",2-D.3,Put the sounds in order,https://uk.ixl.com/english/year-2/put-the-sounds-in-order
Key Stage 1,Year 2,Writing,Transcription,"Spell by: > Segmenting spoken words into phonemes and representing these by graphemes, spelling many correctly",2-R.2,Put two syllables together to create a word: harder,https://uk.ixl.com/english/year-2/put-two-syllables-together-to-create-a-word-harder
Key Stage 1,Year 2,Writing,Transcription,"Spell by: > Learning new ways of spelling phonemes for which one or more spellings are already known, and learn some words with each spelling, including a few common homophones",3-J.1,Complete words with variant vowels,https://uk.ixl.com/english/year-3/complete-words-with-variant-vowels
Key Stage 1,Year 2,Writing,Transcription,"Spell by: > Learning new ways of spelling phonemes for which one or more spellings are already known, and learn some words with each spelling, including a few common homophones",3-FF.3,Use the correct homophone,https://uk.ixl.com/english/year-3/use-the-correct-homophone
Key Stage 1,Year 2,Writing,Transcription,Spell by: > Learning to spell common exception words,2-S.12,Spell the sight word,https://uk.ixl.com/english/year-2/spell-the-sight-word
Key Stage 1,Year 2,Writing,Transcription,Spell by: > Learning to spell more words with contracted forms,2-OO.1,Match the contractions,https://uk.ixl.com/english/year-2/match-the-contractions
Key Stage 1,Year 2,Writing,Transcription,Spell by: > Learning to spell more words with contracted forms,2-OO.2,Form pronoun-verb contractions,https://uk.ixl.com/english/year-2/form-pronoun-verb-contractions
Key Stage 1,Year 2,Writing,Transcription,Spell by: > Learning to spell more words with contracted forms,2-OO.3,Form contractions with 'not',https://uk.ixl.com/english/year-2/form-contractions-with-not
Key Stage 1,Year 2,Writing,Transcription,"Spell by: > Learning the possessive apostrophe (singular) [for example, the girl's book]",2-FF.10,Select the possessive noun that matches the picture,https://uk.ixl.com/english/year-2/select-the-possessive-noun-that-matches-the-picture
Key Stage 1,Year 2,Writing,Transcription,"Spell by: > Learning the possessive apostrophe (singular) [for example, the girl's book]",2-FF.11,Form the singular possessive,https://uk.ixl.com/english/year-2/form-the-singular-possessive
Key Stage 1,Year 2,Writing,Transcription,Spell by: > Distinguishing between homophones and near-homophones,3-FF.1,Homophones with pictures,https://uk.ixl.com/english/year-3/homophones-with-pictures
Key Stage 1,Year 2,Writing,Transcription,Spell by: > Distinguishing between homophones and near-homophones,3-FF.2,Identify homophones,https://uk.ixl.com/english/year-3/identify-homophones
Key Stage 1,Year 2,Writing,Transcription,"Apply spelling rules and guidance, as listed in English Appendix 1",2-F.5,Fill in the missing consonant blend,https://uk.ixl.com/english/year-2/fill-in-the-missing-consonant-blend
Key Stage 1,Year 2,Writing,Transcription,"Apply spelling rules and guidance, as listed in English Appendix 1",2-F.6,"Complete the word to match the picture: -ss, -ll, -ff, -zz, -ck",https://uk.ixl.com/english/year-2/complete-the-word-to-match-the-picture-ss-ll-ff-zz-ck
