Key Stage,Year,Category Code,Category Name,Skill Code,Skill Number,Skill Title,Skill URL
Key Stage 1,Year 2,FF,Nouns,FF.5,5,Identify proper nouns,https://uk.ixl.com/english/year-2/identify-proper-nouns
Key Stage 1,Year 2,FF,Nouns,FF.6,6,Regular plurals: select the word that matches the picture,https://uk.ixl.com/english/year-2/regular-plurals-select-the-word-that-matches-the-picture
Key Stage 1,Year 2,FF,Nouns,FF.7,7,Form regular plurals with -s and -es,https://uk.ixl.com/english/year-2/form-regular-plurals-with-s-and-es
Key Stage 1,Year 2,FF,Nouns,FF.8,8,Use singular and plural nouns,https://uk.ixl.com/english/year-2/use-singular-and-plural-nouns
Key Stage 1,Year 2,FF,Nouns,FF.9,9,Irregular plurals: select the word that matches the picture,https://uk.ixl.com/english/year-2/irregular-plurals-select-the-word-that-matches-the-picture
Key Stage 1,Year 2,FF,Nouns,FF.10,10,Select the possessive noun that matches the picture,https://uk.ixl.com/english/year-2/select-the-possessive-noun-that-matches-the-picture
Key Stage 1,Year 2,FF,Nouns,FF.11,11,Form the singular possessive,https://uk.ixl.com/english/year-2/form-the-singular-possessive
Key Stage 1,Year 2,GG,Pronouns,GG.1,1,Choose between subject and object personal pronouns,https://uk.ixl.com/english/year-2/choose-between-subject-and-object-personal-pronouns
Key Stage 1,Year 2,GG,Pronouns,GG.2,2,Choose the correct personal pronoun,https://uk.ixl.com/english/year-2/choose-the-correct-personal-pronoun
Key Stage 1,Year 2,GG,Pronouns,GG.3,3,Complete the sentence with the correct personal pronoun,https://uk.ixl.com/english/year-2/complete-the-sentence-with-the-correct-personal-pronoun
Key Stage 1,Year 2,GG,Pronouns,GG.4,4,Choose the correct possessive pronoun,https://uk.ixl.com/english/year-2/choose-the-correct-possessive-pronoun
Key Stage 1,Year 2,GG,Pronouns,GG.5,5,Use the correct possessive pronoun,https://uk.ixl.com/english/year-2/use-the-correct-possessive-pronoun
Key Stage 1,Year 2,HH,Verbs,HH.1,1,Complete the sentence with an action verb to match the picture,https://uk.ixl.com/english/year-2/complete-the-sentence-with-an-action-verb-to-match-the-picture
Key Stage 1,Year 2,HH,Verbs,HH.2,2,Identify action verbs,https://uk.ixl.com/english/year-2/identify-action-verbs
Key Stage 1,Year 2,HH,Verbs,HH.3,3,Use action verbs,https://uk.ixl.com/english/year-2/use-action-verbs
Key Stage 1,Year 2,II,Subject-verb agreement,II.1,1,One or more than one?,https://uk.ixl.com/english/year-2/one-or-more-than-one
Key Stage 1,Year 2,II,Subject-verb agreement,II.2,2,Complete the sentence with the best verb,https://uk.ixl.com/english/year-2/complete-the-sentence-with-the-best-verb
Key Stage 1,Year 2,II,Subject-verb agreement,II.3,3,Complete the sentence with the best subject,https://uk.ixl.com/english/year-2/complete-the-sentence-with-the-best-subject
Key Stage 1,Year 2,II,Subject-verb agreement,II.4,4,Pronoun-verb agreement: Complete the sentence with the best verb,https://uk.ixl.com/english/year-2/pronoun-verb-agreement-complete-the-sentence-with-the-best-verb
Key Stage 1,Year 2,II,Subject-verb agreement,II.5,5,Pronoun-verb agreement: Complete the sentence with the best subject,https://uk.ixl.com/english/year-2/pronoun-verb-agreement-complete-the-sentence-with-the-best-subject
Key Stage 1,Year 2,JJ,Verb tense,JJ.1,1,Select the sentence that tells about the present,https://uk.ixl.com/english/year-2/select-the-sentence-that-tells-about-the-present
Key Stage 1,Year 2,JJ,Verb tense,JJ.2,2,Select the sentence that tells about the past,https://uk.ixl.com/english/year-2/select-the-sentence-that-tells-about-the-past
Key Stage 1,Year 2,JJ,Verb tense,JJ.3,3,Select the sentence that tells about the future,https://uk.ixl.com/english/year-2/select-the-sentence-that-tells-about-the-future
Key Stage 1,Year 2,JJ,Verb tense,JJ.4,4,Place sentences on a timeline,https://uk.ixl.com/english/year-2/place-sentences-on-a-timeline
Key Stage 1,Year 2,JJ,Verb tense,JJ.5,5,Form and use the regular past tense,https://uk.ixl.com/english/year-2/form-and-use-the-regular-past-tense
Key Stage 1,Year 2,JJ,Verb tense,JJ.6,6,Identify the irregular past tense,https://uk.ixl.com/english/year-2/identify-the-irregular-past-tense
Key Stage 1,Year 2,JJ,Verb tense,JJ.7,7,Place sentences with irregular verbs on a timeline,https://uk.ixl.com/english/year-2/place-sentences-with-irregular-verbs-on-a-timeline
Key Stage 1,Year 2,JJ,Verb tense,JJ.8,8,Complete the verb with the ending that you hear,https://uk.ixl.com/english/year-2/complete-the-verb-with-the-ending-that-you-hear
Key Stage 1,Year 2,JJ,Verb tense,JJ.9,9,Match the -ed and -ing sentences to the pictures,https://uk.ixl.com/english/year-2/match-the-ed-and-ing-sentences-to-the-pictures
Key Stage 1,Year 2,JJ,Verb tense,JJ.10,10,To be: use the correct present tense form,https://uk.ixl.com/english/year-2/to-be-use-the-correct-present-tense-form
Key Stage 1,Year 2,JJ,Verb tense,JJ.11,11,To be: use the correct past tense form,https://uk.ixl.com/english/year-2/to-be-use-the-correct-past-tense-form
Key Stage 1,Year 2,JJ,Verb tense,JJ.12,12,To be: use the correct form,https://uk.ixl.com/english/year-2/to-be-use-the-correct-form
Key Stage 1,Year 2,JJ,Verb tense,JJ.13,13,To have: use the correct form,https://uk.ixl.com/english/year-2/to-have-use-the-correct-form
Key Stage 1,Year 2,KK,Articles,KK.1,1,Use the correct article: a or an,https://uk.ixl.com/english/year-2/use-the-correct-article-a-or-an
Key Stage 1,Year 2,KK,Articles,KK.2,2,Identify articles,https://uk.ixl.com/english/year-2/identify-articles
Key Stage 1,Year 2,LL,Adjectives,LL.1,1,Use sense words,https://uk.ixl.com/english/year-2/use-sense-words
Key Stage 1,Year 2,LL,Adjectives,LL.2,2,Does the adjective tell you what kind or how many?,https://uk.ixl.com/english/year-2/does-the-adjective-tell-you-what-kind-or-how-many
Key Stage 1,Year 2,LL,Adjectives,LL.3,3,Identify adjectives,https://uk.ixl.com/english/year-2/identify-adjectives
Key Stage 1,Year 2,LL,Adjectives,LL.4,4,Compare pictures using comparative and superlative adjectives,https://uk.ixl.com/english/year-2/compare-pictures-using-comparative-and-superlative-adjectives
Key Stage 1,Year 2,LL,Adjectives,LL.5,5,Identify comparative and superlative adjectives,https://uk.ixl.com/english/year-2/identify-comparative-and-superlative-adjectives
Key Stage 1,Year 2,LL,Adjectives,LL.6,6,Does the adjective compare two or more than two?,https://uk.ixl.com/english/year-2/does-the-adjective-compare-two-or-more-than-two
Key Stage 1,Year 2,MM,Prepositions,MM.1,1,Select the best preposition to match the picture,https://uk.ixl.com/english/year-2/select-the-best-preposition-to-match-the-picture
Key Stage 1,Year 2,MM,Prepositions,MM.2,2,Select the best preposition to complete the sentence,https://uk.ixl.com/english/year-2/select-the-best-preposition-to-complete-the-sentence
Key Stage 1,Year 2,NN,Linking words,NN.1,1,Use conjunctions,https://uk.ixl.com/english/year-2/use-conjunctions
Key Stage 1,Year 2,NN,Linking words,NN.2,2,Identify time-order words,https://uk.ixl.com/english/year-2/identify-time-order-words
Key Stage 1,Year 2,NN,Linking words,NN.3,3,Put the sentences in order,https://uk.ixl.com/english/year-2/put-the-sentences-in-order
Key Stage 1,Year 2,OO,Contractions,OO.1,1,Match the contractions,https://uk.ixl.com/english/year-2/match-the-contractions
Key Stage 1,Year 2,OO,Contractions,OO.2,2,Form pronoun-verb contractions,https://uk.ixl.com/english/year-2/form-pronoun-verb-contractions
Key Stage 1,Year 2,OO,Contractions,OO.3,3,Form contractions with 'not',https://uk.ixl.com/english/year-2/form-contractions-with-not
Key Stage 1,Year 2,OO,Contractions,OO.4,4,Complete the sentence with the correct contraction,https://uk.ixl.com/english/year-2/complete-the-sentence-with-the-correct-contraction
Key Stage 1,Year 2,PP,Capitalisation,PP.1,1,Capitalise the names of people and pets,https://uk.ixl.com/english/year-2/capitalise-the-names-of-people-and-pets
Key Stage 1,Year 2,PP,Capitalisation,PP.2,2,Capitalise days and months,https://uk.ixl.com/english/year-2/capitalise-days-and-months
Key Stage 1,Year 2,PP,Capitalisation,PP.3,3,Capitalise sentences and the pronoun 'I',https://uk.ixl.com/english/year-2/capitalise-sentences-and-the-pronoun-i
Key Stage 2,Year 3,A,Syllables,A.1,1,How many syllables does the word have?,https://uk.ixl.com/english/year-3/how-many-syllables-does-the-word-have
Key Stage 2,Year 3,A,Syllables,A.2,2,Sort by the number of syllables,https://uk.ixl.com/english/year-3/sort-by-the-number-of-syllables
Key Stage 2,Year 3,B,Rhyming,B.1,1,Choose the picture that rhymes with the word,https://uk.ixl.com/english/year-3/choose-the-picture-that-rhymes-with-the-word
Key Stage 2,Year 3,B,Rhyming,B.2,2,Which word does not rhyme?,https://uk.ixl.com/english/year-3/which-word-does-not-rhyme
Key Stage 2,Year 3,B,Rhyming,B.3,3,Complete the rhyme,https://uk.ixl.com/english/year-3/complete-the-rhyme
Key Stage 2,Year 3,B,Rhyming,B.4,4,Complete the poem with a word that rhymes,https://uk.ixl.com/english/year-3/complete-the-poem-with-a-word-that-rhymes
Key Stage 2,Year 3,B,Rhyming,B.5,5,Spell rhyming words to answer riddles,https://uk.ixl.com/english/year-3/spell-rhyming-words-to-answer-riddles
Key Stage 2,Year 3,C,Consonant blends and digraphs,C.1,1,Complete the word with the correct initial consonant blend,https://uk.ixl.com/english/year-3/complete-the-word-with-the-correct-initial-consonant-blend
Key Stage 2,Year 3,C,Consonant blends and digraphs,C.2,2,Complete the word with the correct final consonant blend,https://uk.ixl.com/english/year-3/complete-the-word-with-the-correct-final-consonant-blend
Key Stage 2,Year 3,C,Consonant blends and digraphs,C.3,3,Spell the word with a consonant blend,https://uk.ixl.com/english/year-3/spell-the-word-with-a-consonant-blend
Key Stage 2,Year 3,C,Consonant blends and digraphs,C.4,4,"Complete the word with the correct digraph: ch, sh, th",https://uk.ixl.com/english/year-3/complete-the-word-with-the-correct-digraph-ch-sh-th
Key Stage 2,Year 3,C,Consonant blends and digraphs,C.5,5,"Complete the word with the correct digraph: ph, qu, wh",https://uk.ixl.com/english/year-3/complete-the-word-with-the-correct-digraph-ph-qu-wh
Key Stage 2,Year 3,C,Consonant blends and digraphs,C.6,6,"Spell the digraph word: ch, sh, th",https://uk.ixl.com/english/year-3/spell-the-digraph-word-ch-sh-th
Key Stage 2,Year 3,C,Consonant blends and digraphs,C.7,7,"Spell the digraph word: ph, qu, wh",https://uk.ixl.com/english/year-3/spell-the-digraph-word-ph-qu-wh
Key Stage 2,Year 3,C,Consonant blends and digraphs,C.8,8,Sort by initial consonant blend or digraph,https://uk.ixl.com/english/year-3/sort-by-initial-consonant-blend-or-digraph
Key Stage 2,Year 3,C,Consonant blends and digraphs,C.9,9,Complete the word with a three-letter consonant blend,https://uk.ixl.com/english/year-3/complete-the-word-with-a-three-letter-consonant-blend
Key Stage 2,Year 3,C,Consonant blends and digraphs,C.10,10,Complete the sentence with a three-letter consonant blend word,https://uk.ixl.com/english/year-3/complete-the-sentence-with-a-three-letter-consonant-blend-word
Key Stage 2,Year 3,C,Consonant blends and digraphs,C.11,11,Complete the words with silent letters,https://uk.ixl.com/english/year-3/complete-the-words-with-silent-letters
Key Stage 2,Year 3,D,Short vowels,D.1,1,Complete the word with the correct short vowel,https://uk.ixl.com/english/year-3/complete-the-word-with-the-correct-short-vowel
Key Stage 2,Year 3,D,Short vowels,D.2,2,Spell the short a word,https://uk.ixl.com/english/year-3/spell-the-short-a-word
Key Stage 2,Year 3,D,Short vowels,D.3,3,Spell the short e word,https://uk.ixl.com/english/year-3/spell-the-short-e-word
Key Stage 2,Year 3,D,Short vowels,D.4,4,Spell the short i word,https://uk.ixl.com/english/year-3/spell-the-short-i-word
Key Stage 2,Year 3,D,Short vowels,D.5,5,Spell the short o word,https://uk.ixl.com/english/year-3/spell-the-short-o-word
Key Stage 2,Year 3,D,Short vowels,D.6,6,Spell the short u word,https://uk.ixl.com/english/year-3/spell-the-short-u-word
Key Stage 2,Year 3,E,Silent e,E.1,1,Choose the silent e word that matches the picture,https://uk.ixl.com/english/year-3/choose-the-silent-e-word-that-matches-the-picture
Key Stage 2,Year 3,E,Silent e,E.2,2,Complete the silent e words,https://uk.ixl.com/english/year-3/complete-the-silent-e-words
Key Stage 2,Year 3,E,Silent e,E.3,3,Spell the silent e word,https://uk.ixl.com/english/year-3/spell-the-silent-e-word
Key Stage 2,Year 3,F,Vowel digraphs,F.1,1,Choose the picture that matches the vowel digraph word,https://uk.ixl.com/english/year-3/choose-the-picture-that-matches-the-vowel-digraph-word
Key Stage 2,Year 3,F,Vowel digraphs,F.2,2,Complete the vowel digraph words,https://uk.ixl.com/english/year-3/complete-the-vowel-digraph-words
Key Stage 2,Year 3,F,Vowel digraphs,F.3,3,Complete the word with the correct vowel digraph,https://uk.ixl.com/english/year-3/complete-the-word-with-the-correct-vowel-digraph
Key Stage 2,Year 3,F,Vowel digraphs,F.4,4,Choose the vowel digraph sentence that matches the picture,https://uk.ixl.com/english/year-3/choose-the-vowel-digraph-sentence-that-matches-the-picture
Key Stage 2,Year 3,G,Short and long vowel patterns,G.1,1,Sort short and long vowel words,https://uk.ixl.com/english/year-3/sort-short-and-long-vowel-words
Key Stage 2,Year 3,G,Short and long vowel patterns,G.2,2,Match the short a and long a words to pictures,https://uk.ixl.com/english/year-3/match-the-short-a-and-long-a-words-to-pictures
Key Stage 2,Year 3,G,Short and long vowel patterns,G.3,3,Match the short e and long e words to pictures,https://uk.ixl.com/english/year-3/match-the-short-e-and-long-e-words-to-pictures
Key Stage 2,Year 3,G,Short and long vowel patterns,G.4,4,Choose the short i or long i word that matches the picture,https://uk.ixl.com/english/year-3/choose-the-short-i-or-long-i-word-that-matches-the-picture
Key Stage 2,Year 3,G,Short and long vowel patterns,G.5,5,Choose the short o or long o word that matches the picture,https://uk.ixl.com/english/year-3/choose-the-short-o-or-long-o-word-that-matches-the-picture
Key Stage 2,Year 3,G,Short and long vowel patterns,G.6,6,Choose the short u or long u word that matches the picture,https://uk.ixl.com/english/year-3/choose-the-short-u-or-long-u-word-that-matches-the-picture
Key Stage 2,Year 3,G,Short and long vowel patterns,G.7,7,Use spelling patterns to sort long and short vowel words,https://uk.ixl.com/english/year-3/use-spelling-patterns-to-sort-long-and-short-vowel-words
Key Stage 2,Year 3,G,Short and long vowel patterns,G.8,8,Is the syllable open or closed?,https://uk.ixl.com/english/year-3/is-the-syllable-open-or-closed
Key Stage 2,Year 3,G,Short and long vowel patterns,G.9,9,Spell words with open and closed syllables,https://uk.ixl.com/english/year-3/spell-words-with-open-and-closed-syllables
Key Stage 2,Year 3,G,Short and long vowel patterns,G.10,10,"Complete the sentence with the correct -ild, -ind, -old, -olt or -ost word",https://uk.ixl.com/english/year-3/complete-the-sentence-with-the-correct-ild-ind-old-olt-or-ost-word
Key Stage 2,Year 3,H,Long vowel patterns,H.1,1,Choose the words with a given long vowel,https://uk.ixl.com/english/year-3/choose-the-words-with-a-given-long-vowel
Key Stage 2,Year 3,H,Long vowel patterns,H.2,2,"Spell the long a word: silent e, ai, ay",https://uk.ixl.com/english/year-3/spell-the-long-a-word-silent-e-ai-ay
Key Stage 2,Year 3,H,Long vowel patterns,H.3,3,"Spell the long e word: ee, ea",https://uk.ixl.com/english/year-3/spell-the-long-e-word-ee-ea
Key Stage 2,Year 3,H,Long vowel patterns,H.4,4,"Spell the long i word: silent e, ie, y",https://uk.ixl.com/english/year-3/spell-the-long-i-word-silent-e-ie-y
Key Stage 2,Year 3,H,Long vowel patterns,H.5,5,"Spell the long o word: silent e, oa, ow",https://uk.ixl.com/english/year-3/spell-the-long-o-word-silent-e-oa-ow
Key Stage 2,Year 3,H,Long vowel patterns,H.6,6,"Spell the long u word: silent e, ue, oo, ew",https://uk.ixl.com/english/year-3/spell-the-long-u-word-silent-e-ue-oo-ew
Key Stage 2,Year 3,I,"Diphthongs: oi, oy, ou, ow",I.1,1,Choose the diphthong word that matches the picture,https://uk.ixl.com/english/year-3/choose-the-diphthong-word-that-matches-the-picture
Key Stage 2,Year 3,I,"Diphthongs: oi, oy, ou, ow",I.2,2,"Complete the word with the correct diphthong: oi, oy, ou, ow",https://uk.ixl.com/english/year-3/complete-the-word-with-the-correct-diphthong-oi-oy-ou-ow
Key Stage 2,Year 3,I,"Diphthongs: oi, oy, ou, ow",I.3,3,Choose the diphthong sentence that matches the picture,https://uk.ixl.com/english/year-3/choose-the-diphthong-sentence-that-matches-the-picture
Key Stage 2,Year 3,J,Variant vowels,J.1,1,Complete words with variant vowels,https://uk.ixl.com/english/year-3/complete-words-with-variant-vowels
Key Stage 2,Year 3,J,Variant vowels,J.2,2,Which word has a different vowel sound?,https://uk.ixl.com/english/year-3/which-word-has-a-different-vowel-sound
Key Stage 2,Year 3,K,Soft g and c,K.1,1,Sort soft and hard g words and soft and hard c words,https://uk.ixl.com/english/year-3/sort-soft-and-hard-g-words-and-soft-and-hard-c-words
Key Stage 2,Year 3,K,Soft g and c,K.2,2,Pick the soft g or soft c word that matches the picture,https://uk.ixl.com/english/year-3/pick-the-soft-g-or-soft-c-word-that-matches-the-picture
Key Stage 2,Year 3,K,Soft g and c,K.3,3,Choose the soft g or soft c sentence that matches the picture,https://uk.ixl.com/english/year-3/choose-the-soft-g-or-soft-c-sentence-that-matches-the-picture
Key Stage 2,Year 3,K,Soft g and c,K.4,4,Spell the soft g or soft c word,https://uk.ixl.com/english/year-3/spell-the-soft-g-or-soft-c-word
Key Stage 2,Year 3,L,Two-syllable words,L.1,1,Put two syllables together to create a word: easier,https://uk.ixl.com/english/year-3/put-two-syllables-together-to-create-a-word-easier
Key Stage 2,Year 3,L,Two-syllable words,L.2,2,Put two syllables together to create a word: harder,https://uk.ixl.com/english/year-3/put-two-syllables-together-to-create-a-word-harder
Key Stage 2,Year 3,L,Two-syllable words,L.3,3,Complete the two-syllable words,https://uk.ixl.com/english/year-3/complete-the-two-syllable-words
Key Stage 2,Year 3,L,Two-syllable words,L.4,4,Complete the sentence with a two-syllable word,https://uk.ixl.com/english/year-3/complete-the-sentence-with-a-two-syllable-word
Key Stage 2,Year 3,M,Consonant-l-e,M.1,1,Complete the consonant-l-e words,https://uk.ixl.com/english/year-3/complete-the-consonant-l-e-words
Key Stage 2,Year 3,M,Consonant-l-e,M.2,2,Choose the correct spelling of the consonant-l-e word,https://uk.ixl.com/english/year-3/choose-the-correct-spelling-of-the-consonant-l-e-word
Key Stage 2,Year 3,M,Consonant-l-e,M.3,3,Spell the consonant-l-e word,https://uk.ixl.com/english/year-3/spell-the-consonant-l-e-word
Key Stage 2,Year 3,N,Sight words,N.1,1,Choose the sight word that you hear,https://uk.ixl.com/english/year-3/choose-the-sight-word-that-you-hear
Key Stage 2,Year 3,N,Sight words,N.2,2,Complete the sentence with the correct sight word,https://uk.ixl.com/english/year-3/complete-the-sentence-with-the-correct-sight-word
Key Stage 2,Year 3,N,Sight words,N.3,3,Spell the sight word,https://uk.ixl.com/english/year-3/spell-the-sight-word
Key Stage 2,Year 3,O,Sequence,O.1,1,Order events in a story,https://uk.ixl.com/english/year-3/order-events-in-a-story
Key Stage 2,Year 3,P,Inference and analysis,P.1,1,Use actions and dialogue to understand characters,https://uk.ixl.com/english/year-3/use-actions-and-dialogue-to-understand-characters
Key Stage 2,Year 3,P,Inference and analysis,P.2,2,Analyse stories,https://uk.ixl.com/english/year-3/analyse-stories
Key Stage 2,Year 3,Q,Theme,Q.1,1,"Determine the themes of myths, fables and folktales",https://uk.ixl.com/english/year-3/determine-the-themes-of-myths-fables-and-folktales
Key Stage 2,Year 3,R,Topic and purpose,R.1,1,Identify the purpose of a text,https://uk.ixl.com/english/year-3/identify-the-purpose-of-a-text
Key Stage 2,Year 3,S,Cause and effect,S.1,1,Match each effect to its cause,https://uk.ixl.com/english/year-3/match-each-effect-to-its-cause
Key Stage 2,Year 3,S,Cause and effect,S.2,2,Match each cause to its effect,https://uk.ixl.com/english/year-3/match-each-cause-to-its-effect
Key Stage 2,Year 3,T,Compare and contrast,T.1,1,Compare and contrast in informational passages,https://uk.ixl.com/english/year-3/compare-and-contrast-in-informational-passages
Key Stage 2,Year 3,U,Informational texts,U.1,1,Read and understand informational passages,https://uk.ixl.com/english/year-3/read-and-understand-informational-passages
Key Stage 2,Year 3,V,Organising writing,V.1,1,Put the sentences in order,https://uk.ixl.com/english/year-3/put-the-sentences-in-order
Key Stage 2,Year 3,W,Topic sentences,W.1,1,Choose topic sentences for narrative paragraphs,https://uk.ixl.com/english/year-3/choose-topic-sentences-for-narrative-paragraphs
Key Stage 2,Year 3,W,Topic sentences,W.2,2,Choose topic sentences for expository paragraphs,https://uk.ixl.com/english/year-3/choose-topic-sentences-for-expository-paragraphs
Key Stage 2,Year 3,X,Linking words,X.1,1,Use conjunctions,https://uk.ixl.com/english/year-3/use-conjunctions
Key Stage 2,Year 3,X,Linking words,X.2,2,Use subordinating conjunctions,https://uk.ixl.com/english/year-3/use-subordinating-conjunctions
Key Stage 2,Year 3,X,Linking words,X.3,3,Identify time-order words,https://uk.ixl.com/english/year-3/identify-time-order-words
Key Stage 2,Year 3,X,Linking words,X.4,4,Use time-order words,https://uk.ixl.com/english/year-3/use-time-order-words
Key Stage 2,Year 3,Y,Author's purpose,Y.1,1,Choose the text that matches the writer's purpose,https://uk.ixl.com/english/year-3/choose-the-text-that-matches-the-writers-purpose
Key Stage 2,Year 3,Z,Opinion writing,Z.1,1,Complete the fact and opinion sentences,https://uk.ixl.com/english/year-3/complete-the-fact-and-opinion-sentences
Key Stage 2,Year 3,Z,Opinion writing,Z.2,2,Complete the opinion passage with an example,https://uk.ixl.com/english/year-3/complete-the-opinion-passage-with-an-example
Key Stage 2,Year 3,Z,Opinion writing,Z.3,3,Complete the opinion passage with a reason,https://uk.ixl.com/english/year-3/complete-the-opinion-passage-with-a-reason
Key Stage 2,Year 3,Z,Opinion writing,Z.4,4,Complete the opinion-reason-example table,https://uk.ixl.com/english/year-3/complete-the-opinion-reason-example-table
Key Stage 2,Year 3,AA,Descriptive details,AA.1,1,Choose the sensory details that match the picture,https://uk.ixl.com/english/year-3/choose-the-sensory-details-that-match-the-picture
Key Stage 2,Year 3,AA,Descriptive details,AA.2,2,Add descriptive details to sentences,https://uk.ixl.com/english/year-3/add-descriptive-details-to-sentences
Key Stage 2,Year 3,AA,Descriptive details,AA.3,3,Revise the sentence using a stronger verb,https://uk.ixl.com/english/year-3/revise-the-sentence-using-a-stronger-verb
Key Stage 2,Year 3,BB,Prefixes and suffixes,BB.1,1,Complete the word with the ending that you hear,https://uk.ixl.com/english/year-3/complete-the-word-with-the-ending-that-you-hear
Key Stage 2,Year 3,BB,Prefixes and suffixes,BB.2,2,"Identify base words, prefixes and suffixes",https://uk.ixl.com/english/year-3/identify-base-words-prefixes-and-suffixes
Key Stage 2,Year 3,BB,Prefixes and suffixes,BB.3,3,"Determine the meaning of a word with pre-, re- or mis-",https://uk.ixl.com/english/year-3/determine-the-meaning-of-a-word-with-pre-re-or-mis
Key Stage 2,Year 3,BB,Prefixes and suffixes,BB.4,4,"Use the prefixes pre-, re- and mis-",https://uk.ixl.com/english/year-3/use-the-prefixes-pre-re-and-mis
Key Stage 2,Year 3,BB,Prefixes and suffixes,BB.5,5,Determine the meaning of a word with -ful or -less,https://uk.ixl.com/english/year-3/determine-the-meaning-of-a-word-with-ful-or-less
Key Stage 2,Year 3,BB,Prefixes and suffixes,BB.6,6,Prefixes and suffixes: review,https://uk.ixl.com/english/year-3/prefixes-and-suffixes-review
Key Stage 2,Year 3,CC,Compound words,CC.1,1,Form compound words,https://uk.ixl.com/english/year-3/form-compound-words
Key Stage 2,Year 3,CC,Compound words,CC.2,2,Form and use compound words,https://uk.ixl.com/english/year-3/form-and-use-compound-words
Key Stage 2,Year 3,DD,Categories,DD.1,1,Sort words into categories,https://uk.ixl.com/english/year-3/sort-words-into-categories
Key Stage 2,Year 3,DD,Categories,DD.2,2,Which word is not like the others?,https://uk.ixl.com/english/year-3/which-word-is-not-like-the-others
Key Stage 2,Year 3,EE,Synonyms and antonyms,EE.1,1,Choose the synonym,https://uk.ixl.com/english/year-3/choose-the-synonym
Key Stage 2,Year 3,EE,Synonyms and antonyms,EE.2,2,Find synonyms in context,https://uk.ixl.com/english/year-3/find-synonyms-in-context
Key Stage 2,Year 3,EE,Synonyms and antonyms,EE.3,3,Choose the antonym,https://uk.ixl.com/english/year-3/choose-the-antonym
Key Stage 2,Year 3,EE,Synonyms and antonyms,EE.4,4,Which sentence uses an antonym?,https://uk.ixl.com/english/year-3/which-sentence-uses-an-antonym
Key Stage 2,Year 3,EE,Synonyms and antonyms,EE.5,5,Find antonyms in context,https://uk.ixl.com/english/year-3/find-antonyms-in-context
Key Stage 2,Year 3,EE,Synonyms and antonyms,EE.6,6,Which sentence has the same meaning?,https://uk.ixl.com/english/year-3/which-sentence-has-the-same-meaning
Key Stage 2,Year 3,FF,Homophones,FF.1,1,Homophones with pictures,https://uk.ixl.com/english/year-3/homophones-with-pictures
Key Stage 2,Year 3,FF,Homophones,FF.2,2,Identify homophones,https://uk.ixl.com/english/year-3/identify-homophones
Key Stage 2,Year 3,FF,Homophones,FF.3,3,Use the correct homophone,https://uk.ixl.com/english/year-3/use-the-correct-homophone
Key Stage 2,Year 3,GG,Multiple-meaning words,GG.1,1,Multiple-meaning words with pictures,https://uk.ixl.com/english/year-3/multiple-meaning-words-with-pictures
Key Stage 2,Year 3,HH,Shades of meaning,HH.1,1,Find the words with related meanings,https://uk.ixl.com/english/year-3/find-the-words-with-related-meanings
Key Stage 2,Year 3,HH,Shades of meaning,HH.2,2,Describe the difference between related words,https://uk.ixl.com/english/year-3/describe-the-difference-between-related-words
Key Stage 2,Year 3,HH,Shades of meaning,HH.3,3,Order related words based on meaning,https://uk.ixl.com/english/year-3/order-related-words-based-on-meaning
Key Stage 2,Year 3,II,Idioms,II.1,1,Choose the picture that matches the idiomatic expression,https://uk.ixl.com/english/year-3/choose-the-picture-that-matches-the-idiomatic-expression
Key Stage 2,Year 3,JJ,Context clues,JJ.1,1,Use context to identify the meaning of a word,https://uk.ixl.com/english/year-3/use-context-to-identify-the-meaning-of-a-word
Key Stage 2,Year 3,KK,Reference skills,KK.1,1,Order alphabetically based on the first letter,https://uk.ixl.com/english/year-3/order-alphabetically-based-on-the-first-letter
Key Stage 2,Year 3,KK,Reference skills,KK.2,2,Order alphabetically based on the first two letters,https://uk.ixl.com/english/year-3/order-alphabetically-based-on-the-first-two-letters
Key Stage 2,Year 3,KK,Reference skills,KK.3,3,Order alphabetically based on the first three letters,https://uk.ixl.com/english/year-3/order-alphabetically-based-on-the-first-three-letters
Key Stage 2,Year 3,KK,Reference skills,KK.4,4,Use guide words,https://uk.ixl.com/english/year-3/use-guide-words
Key Stage 2,Year 3,KK,Reference skills,KK.5,5,Use dictionary entries,https://uk.ixl.com/english/year-3/use-dictionary-entries
Key Stage 2,Year 3,LL,"Sentences, fragments and run-ons",LL.1,1,"Is the sentence a statement, question, command or exclamation?",https://uk.ixl.com/english/year-3/is-the-sentence-a-statement-question-command-or-exclamation
Key Stage 2,Year 3,LL,"Sentences, fragments and run-ons",LL.2,2,Identify the subject of a sentence,https://uk.ixl.com/english/year-3/identify-the-subject-of-a-sentence
Key Stage 2,Year 3,LL,"Sentences, fragments and run-ons",LL.3,3,Identify the predicate of a sentence,https://uk.ixl.com/english/year-3/identify-the-predicate-of-a-sentence
Key Stage 2,Year 3,LL,"Sentences, fragments and run-ons",LL.4,4,Is it a complete sentence or a fragment?,https://uk.ixl.com/english/year-3/is-it-a-complete-sentence-or-a-fragment
Key Stage 2,Year 3,LL,"Sentences, fragments and run-ons",LL.5,5,Is it a complete sentence or a run-on?,https://uk.ixl.com/english/year-3/is-it-a-complete-sentence-or-a-run-on
